,word,notfunny count,percent notfunny
345,numerous,173,0.9774011299435028
346,atlanta,302,0.9773462783171522
347,filmmaker,86,0.9772727272727273
348,highprofile,86,0.9772727272727273
349,archbishop,43,0.9772727272727273
350,bna,43,0.9772727272727273
351,voiced,43,0.9772727272727273
352,district,686,0.9772079772079773
353,shanghai,128,0.9770992366412213
354,executive,1363,0.9770609318996416
355,environmental,381,0.9769230769230769
356,quarterly,127,0.9769230769230769
357,broader,127,0.9769230769230769
358,trading,464,0.9768421052631578
359,availability,84,0.9767441860465116
360,chaotic,42,0.9767441860465116
361,careerhigh,42,0.9767441860465116
362,beirut,42,0.9767441860465116
363,enrich,42,0.9767441860465116
364,salvage,42,0.9767441860465116
365,exhibition,167,0.9766081871345029
366,oakland,83,0.9764705882352941
367,development,1201,0.9764227642276423
368,enable,207,0.9764150943396226
369,rival,538,0.9764065335753176
370,pelosi,82,0.9761904761904762
371,outreach,41,0.9761904761904762
372,gerry,41,0.9761904761904762
373,secretarygeneral,41,0.9761904761904762
374,knox,41,0.9761904761904762
375,highlevel,41,0.9761904761904762
376,institute,449,0.9760869565217392
377,broadcast,244,0.976
378,conservation,122,0.976
379,additional,528,0.9759704251386322
380,youngster,81,0.9759036144578314
381,respectively,81,0.9759036144578314
382,prosecutor,564,0.9757785467128027
383,caucus,161,0.9757575757575757
384,august,845,0.9757505773672055
385,expansion,201,0.9757281553398058
386,index,360,0.975609756097561
387,cbs,160,0.975609756097561
388,regulatory,160,0.975609756097561
389,guerrilla,80,0.975609756097561
390,conversion,80,0.975609756097561
391,spector,80,0.975609756097561
392,weir,40,0.975609756097561
393,threeday,40,0.975609756097561
394,rigorous,40,0.975609756097561
395,tangible,40,0.975609756097561
396,distributor,40,0.975609756097561
397,jenkins,40,0.975609756097561
398,fiji,40,0.975609756097561
399,evident,40,0.975609756097561
400,oneyear,40,0.975609756097561
401,hugely,40,0.975609756097561
402,official,3351,0.9755458515283842
403,tory,119,0.9754098360655737
404,pipeline,119,0.9754098360655737
405,analyst,871,0.975363941769317
406,takeover,118,0.9752066115702479
407,crucial,196,0.9751243781094527
408,nationwide,235,0.975103734439834
409,provide,2028,0.975
410,birmingham,78,0.975
411,pavarotti,78,0.975
412,ontario,39,0.975
413,callahan,39,0.975
414,nouri,39,0.975
415,unconstitutional,39,0.975
416,interpol,39,0.975
417,affidavit,39,0.975
418,cornerback,39,0.975
419,hh,39,0.975
420,directive,39,0.975
421,gul,39,0.975
422,detection,39,0.975
423,extradition,39,0.975
424,vie,39,0.975
425,reimbursement,39,0.975
426,certification,39,0.975
427,highrisk,39,0.975
428,salmond,39,0.975
429,continued,543,0.9748653500897666
430,defender,116,0.9747899159663865
431,emirate,116,0.9747899159663865
432,djokovic,77,0.9746835443037974
433,candidacy,77,0.9746835443037974
434,consultation,77,0.9746835443037974
435,treaty,153,0.9745222929936306
436,addition,532,0.9743589743589743
437,independently,38,0.9743589743589743
438,bureaucracy,38,0.9743589743589743
439,semiconductor,38,0.9743589743589743
440,preservation,38,0.9743589743589743
441,falter,38,0.9743589743589743
442,bullpen,38,0.9743589743589743
443,reservoir,38,0.9743589743589743
444,hightech,38,0.9743589743589743
445,backhand,38,0.9743589743589743
446,primetime,38,0.9743589743589743
447,counterterrorism,38,0.9743589743589743
448,tayyip,38,0.9743589743589743
449,athletics,38,0.9743589743589743
450,secrecy,38,0.9743589743589743
451,constituent,38,0.9743589743589743
452,palestinian,490,0.974155069582505
453,initially,225,0.974025974025974
454,operates,112,0.9739130434782609
455,nl,112,0.9739130434782609
456,nato,149,0.9738562091503268
457,publishing,74,0.9736842105263158
458,medicare,74,0.9736842105263158
459,procurement,37,0.9736842105263158
460,frankfurt,37,0.9736842105263158
461,ensemble,37,0.9736842105263158
462,fourgame,37,0.9736842105263158
463,helm,37,0.9736842105263158
464,holliday,37,0.9736842105263158
465,sharpton,37,0.9736842105263158
466,maliki,37,0.9736842105263158
467,maverick,37,0.9736842105263158
468,warhead,37,0.9736842105263158
469,perkins,37,0.9736842105263158
470,leslie,37,0.9736842105263158
471,aviv,37,0.9736842105263158
472,former,2354,0.9735318444995864
473,prompt,257,0.9734848484848485
474,halt,183,0.973404255319149
475,quake,73,0.9733333333333334
476,reinforce,73,0.9733333333333334
477,separatist,73,0.9733333333333334
478,rescuer,73,0.9733333333333334
479,investment,974,0.973026973026973
480,lebanese,108,0.972972972972973
481,greenhouse,108,0.972972972972973
482,linebacker,72,0.972972972972973
483,hed,36,0.972972972972973
484,distinct,36,0.972972972972973
485,acknowledges,36,0.972972972972973
486,anglican,36,0.972972972972973
487,stint,36,0.972972972972973
488,affirm,36,0.972972972972973
489,streamline,36,0.972972972972973
490,recount,36,0.972972972972973
491,tomlinson,36,0.972972972972973
492,successive,36,0.972972972972973
493,predicts,36,0.972972972972973
494,unofficial,36,0.972972972972973
495,mailer,36,0.972972972972973
496,destabilize,36,0.972972972972973
497,cite,395,0.9729064039408867
498,treasury,215,0.9728506787330317
499,october,1109,0.9728070175438597
500,landmark,107,0.9727272727272728
501,prnewswireusnewswire,107,0.9727272727272728
502,oct,853,0.9726339794754846
503,mets,177,0.9725274725274725
504,anonymity,177,0.9725274725274725
505,correspondent,106,0.9724770642201835
506,publication,106,0.9724770642201835
507,iraqi,1059,0.9724517906336089
508,nationally,70,0.9722222222222222
509,diminish,70,0.9722222222222222
510,peninsula,70,0.9722222222222222
511,wembley,35,0.9722222222222222
512,ideological,35,0.9722222222222222
513,retaliation,35,0.9722222222222222
514,biofuels,35,0.9722222222222222
515,alumnus,35,0.9722222222222222
516,embark,35,0.9722222222222222
517,joshua,35,0.9722222222222222
518,leahy,35,0.9722222222222222
519,reduction,244,0.9721115537848606
520,pension,174,0.9720670391061452
521,bureau,174,0.9720670391061452
522,departure,139,0.972027972027972
523,mitchell,104,0.9719626168224299
524,touchdown,450,0.9719222462203023
525,resignation,138,0.971830985915493
526,kuwait,69,0.971830985915493
527,corruption,241,0.9717741935483871
528,deutsche,68,0.9714285714285714
529,congo,68,0.9714285714285714
530,volatile,68,0.9714285714285714
531,inflict,34,0.9714285714285714
532,otc,34,0.9714285714285714
533,brownback,34,0.9714285714285714
534,tenn,34,0.9714285714285714
535,mourner,34,0.9714285714285714
536,clarke,34,0.9714285714285714
537,jacques,34,0.9714285714285714
538,individual,577,0.9713804713804713
539,baghdad,575,0.9712837837837838
540,restriction,169,0.9712643678160919
541,playoff,268,0.9710144927536232
542,virtually,134,0.9710144927536232
543,excellence,67,0.9710144927536232
544,determination,67,0.9710144927536232
545,dominican,67,0.9710144927536232
546,judicial,67,0.9710144927536232
547,omar,67,0.9710144927536232
548,rout,67,0.9710144927536232
549,levy,67,0.9710144927536232
550,senate,635,0.9709480122324159
551,venture,266,0.9708029197080292
552,slump,133,0.9708029197080292
553,condemn,166,0.9707602339181286
554,regulator,166,0.9707602339181286
555,ambassador,232,0.9707112970711297
556,parliament,430,0.9706546275395034
557,nonprofit,198,0.9705882352941176
558,utah,132,0.9705882352941176
559,magistrate,66,0.9705882352941176
560,contend,66,0.9705882352941176
561,sudanese,66,0.9705882352941176
562,azerbaijan,33,0.9705882352941176
563,gala,33,0.9705882352941176
564,smithsonian,33,0.9705882352941176
565,condominium,33,0.9705882352941176
566,haas,33,0.9705882352941176
567,diagnostic,33,0.9705882352941176
568,exempt,33,0.9705882352941176
569,disparity,33,0.9705882352941176
570,architectural,33,0.9705882352941176
571,zoe,33,0.9705882352941176
572,correspond,33,0.9705882352941176
573,boost,362,0.9705093833780161
574,accompany,164,0.9704142011834319
575,estimate,884,0.9703622392974753
576,gulf,196,0.9702970297029703
577,reopen,98,0.9702970297029703
578,guild,65,0.9701492537313433
579,liquidity,65,0.9701492537313433
580,institutional,65,0.9701492537313433
581,clash,227,0.9700854700854701
582,detailed,162,0.9700598802395209
583,consideration,97,0.97
584,lending,129,0.9699248120300752
585,democratic,836,0.9698375870069605
586,testify,224,0.9696969696969697
587,cooperate,128,0.9696969696969697
588,proceeding,96,0.9696969696969697
589,memphis,64,0.9696969696969697
590,famed,32,0.9696969696969697
591,endowment,32,0.9696969696969697
592,unanimous,32,0.9696969696969697
593,gorge,32,0.9696969696969697
594,advancement,32,0.9696969696969697
595,highland,32,0.9696969696969697
596,lilly,32,0.9696969696969697
597,rampant,32,0.9696969696969697
598,farrell,32,0.9696969696969697
599,ecb,32,0.9696969696969697
600,erik,32,0.9696969696969697
601,amass,32,0.9696969696969697
602,occupancy,32,0.9696969696969697
603,kirchner,32,0.9696969696969697
604,imperative,32,0.9696969696969697
605,reserve,670,0.9696092619392185
606,pakistan,893,0.9695982627578719
607,differ,159,0.9695121951219512
608,statement,1934,0.9694235588972431
609,agricultural,95,0.9693877551020408
610,interior,221,0.9692982456140351
611,longterm,252,0.9692307692307692
612,arena,126,0.9692307692307692
613,merger,126,0.9692307692307692
614,misdemeanor,63,0.9692307692307692
615,minister,1824,0.9691817215727949
616,summit,282,0.9690721649484536
617,southeast,188,0.9690721649484536
618,industrial,313,0.9690402476780186
619,embassy,187,0.9689119170984456
620,debut,218,0.9688888888888889
621,potentially,186,0.96875
622,uae,124,0.96875
623,eligible,93,0.96875
624,routinely,62,0.96875
625,enact,62,0.96875
626,showcase,62,0.96875
627,dismal,31,0.96875
628,nonpartisan,31,0.96875
629,appalachian,31,0.96875
630,colo,31,0.96875
631,stockpile,31,0.96875
632,documentation,31,0.96875
633,curtail,31,0.96875
634,viktor,31,0.96875
635,aire,31,0.96875
636,cornwall,31,0.96875
637,constable,31,0.96875
638,supplemental,31,0.96875
639,dwindle,31,0.96875
640,andrea,31,0.96875
641,episcopal,31,0.96875
642,rockefeller,31,0.96875
643,evoke,31,0.96875
644,astros,31,0.96875
645,readiness,31,0.96875
646,ozone,31,0.96875
647,raikkonen,31,0.96875
648,publicize,31,0.96875
649,ind,31,0.96875
650,nairobi,31,0.96875
651,geological,31,0.96875
652,bruin,31,0.96875
653,contribution,247,0.9686274509803922
654,thursday,1787,0.9685636856368564
655,international,1906,0.9684959349593496
656,institution,306,0.9683544303797469
657,indonesia,153,0.9683544303797469
658,connecticut,122,0.9682539682539683
659,comprise,61,0.9682539682539683
660,leverage,61,0.9682539682539683
661,homeland,152,0.9681528662420382
662,fiveyear,91,0.9680851063829787
663,comprehensive,151,0.967948717948718
664,include,4590,0.967741935483871
665,sustainable,90,0.967741935483871
666,oneal,60,0.967741935483871
667,restraint,60,0.967741935483871
668,downturn,60,0.967741935483871
669,garrison,30,0.967741935483871
670,firsthalf,30,0.967741935483871
671,valuation,30,0.967741935483871
672,belfast,30,0.967741935483871
673,governmental,30,0.967741935483871
674,waiver,30,0.967741935483871
675,punitive,30,0.967741935483871
676,yi,30,0.967741935483871
677,undermined,30,0.967741935483871
678,lavish,30,0.967741935483871
679,yemeni,30,0.967741935483871
680,diocese,30,0.967741935483871
681,arguably,30,0.967741935483871
682,marginal,30,0.967741935483871
683,reconcile,30,0.967741935483871
684,delinquency,30,0.967741935483871
685,garrett,30,0.967741935483871
686,succession,30,0.967741935483871
687,scorer,30,0.967741935483871
688,lowcost,30,0.967741935483871
689,pagoda,30,0.967741935483871
690,franc,30,0.967741935483871
691,heed,30,0.967741935483871
692,disperse,30,0.967741935483871
693,schmidt,30,0.967741935483871
694,everton,30,0.967741935483871
695,sabathia,30,0.967741935483871
696,coached,30,0.967741935483871
697,georgia,299,0.9676375404530745
698,defensive,179,0.9675675675675676
699,hu,119,0.967479674796748
700,collaboration,89,0.967391304347826
701,oversee,89,0.967391304347826
702,ballot,118,0.9672131147540983
703,citigroup,118,0.9672131147540983
704,deployed,118,0.9672131147540983
705,mids,59,0.9672131147540983
706,victory,852,0.9670828603859251
707,voluntary,88,0.967032967032967
708,wednesday,1846,0.9669984284965951
709,tampa,117,0.9669421487603306
710,federation,116,0.9669421487603306
711,notion,87,0.9666666666666667
712,faction,87,0.9666666666666667
713,cleric,58,0.9666666666666667
714,alsadr,58,0.9666666666666667
715,porter,58,0.9666666666666667
716,mediator,29,0.9666666666666667
717,fishery,29,0.9666666666666667
718,arod,29,0.9666666666666667
719,daytoday,29,0.9666666666666667
720,manhunt,29,0.9666666666666667
721,relentless,29,0.9666666666666667
722,dny,29,0.9666666666666667
723,citi,29,0.9666666666666667
724,realtime,29,0.9666666666666667
725,bushel,29,0.9666666666666667
726,forbes,29,0.9666666666666667
727,sputnik,29,0.9666666666666667
728,rainfall,29,0.9666666666666667
729,flank,29,0.9666666666666667
730,yanukovych,29,0.9666666666666667
731,unanimously,29,0.9666666666666667
732,oneill,29,0.9666666666666667
733,collaborative,29,0.9666666666666667
734,stile,29,0.9666666666666667
735,wildcat,29,0.9666666666666667
736,caravan,29,0.9666666666666667
737,lapse,29,0.9666666666666667
738,foremost,29,0.9666666666666667
739,whereabouts,29,0.9666666666666667
740,financial,1449,0.9666444296197465
741,representative,376,0.9665809768637532
742,participant,202,0.9665071770334929
743,buyer,230,0.9663865546218487
744,glasgow,172,0.9662921348314607
745,considerable,86,0.9662921348314607
746,expense,399,0.9661016949152542
747,exclude,171,0.9661016949152542
748,foreclosure,114,0.9661016949152542
749,denies,114,0.9661016949152542
750,fletcher,57,0.9661016949152542
751,speculate,57,0.9661016949152542
752,governor,509,0.9658444022770398
753,nj,113,0.9658119658119658
754,bid,450,0.9656652360515021
755,semifinal,112,0.9655172413793104
756,uncertain,84,0.9655172413793104
757,adjustment,84,0.9655172413793104
758,curriculum,56,0.9655172413793104
759,cho,28,0.9655172413793104
760,apiece,28,0.9655172413793104
761,lastminute,28,0.9655172413793104
762,genome,28,0.9655172413793104
763,moratorium,28,0.9655172413793104
764,quell,28,0.9655172413793104
765,kaczynski,28,0.9655172413793104
766,bribery,28,0.9655172413793104
767,durham,28,0.9655172413793104
768,anticipates,28,0.9655172413793104
769,hivaids,28,0.9655172413793104
770,caput,28,0.9655172413793104
771,informal,28,0.9655172413793104
772,dazzle,28,0.9655172413793104
773,vicepresident,28,0.9655172413793104
774,wenger,28,0.9655172413793104
775,constitutional,111,0.9652173913043478
776,personnel,194,0.9651741293532339
777,exploit,83,0.9651162790697675
778,assurance,83,0.9651162790697675
779,widely,221,0.9650655021834061
780,kenneth,55,0.9649122807017544
781,firstround,55,0.9649122807017544
782,unbeaten,55,0.9649122807017544
783,innovation,137,0.9647887323943662
784,publicly,219,0.9647577092511013
785,installation,82,0.9647058823529412
786,elsewhere,218,0.9646017699115044
787,generate,272,0.9645390070921985
788,avenue,190,0.9644670050761421
789,allegation,298,0.9644012944983819
790,component,135,0.9642857142857143
791,plunge,108,0.9642857142857143
792,nc,81,0.9642857142857143
793,retiree,81,0.9642857142857143
794,municipal,54,0.9642857142857143
795,fayed,54,0.9642857142857143
796,fixture,54,0.9642857142857143
797,thcentury,54,0.9642857142857143
798,substantially,54,0.9642857142857143
799,credential,54,0.9642857142857143
800,banquet,27,0.9642857142857143
801,forestry,27,0.9642857142857143
802,batsman,27,0.9642857142857143
803,wideranging,27,0.9642857142857143
804,tonga,27,0.9642857142857143
805,seasonhigh,27,0.9642857142857143
806,barton,27,0.9642857142857143
807,sanaa,27,0.9642857142857143
808,alistair,27,0.9642857142857143
809,unified,27,0.9642857142857143
810,vetoed,27,0.9642857142857143
811,durable,27,0.9642857142857143
812,johan,27,0.9642857142857143
813,evade,27,0.9642857142857143
814,runoff,27,0.9642857142857143
815,decisionmaking,27,0.9642857142857143
816,milliondollar,27,0.9642857142857143
817,fraudulent,27,0.9642857142857143
818,brennan,27,0.9642857142857143
819,stringent,26,0.9642857142857143
820,tourism,134,0.9640287769784173
821,withdraw,134,0.9640287769784173
822,mortgage,696,0.96398891966759
823,antonio,107,0.963963963963964
824,madrid,107,0.963963963963964
825,firm,989,0.9639376218323586
826,ensure,481,0.9639278557114228
827,organisation,186,0.9637305699481865
828,union,1062,0.9637023593466425
829,gonzales,106,0.9636363636363636
830,fundraise,106,0.9636363636363636
831,rafael,53,0.9636363636363636
832,dismantle,53,0.9636363636363636
833,byrd,53,0.9636363636363636
834,celtic,132,0.9635036496350365
835,aviation,132,0.9635036496350365
836,appoint,211,0.9634703196347032
837,monetary,79,0.9634146341463414
